split,startDate,duration,totalEnergyBurned,totalDistance,averageHeartRate,percentInZone,minHR,maxHR,stdHR
Legs,2024-01-27T16:22:15Z,4084.333359003067,532.1509999999953,0.0,125.24268117764295,0.410062893081761,59.0,132.8257887517147,36.121511231423526
Abs,2024-01-17T16:21:28Z,2783.815929055214,266.6119178149332,0.0,109.62978655534445,0.14653465346534653,61.0,117.33064516129033,22.62180326350151
Abs,2024-04-10T18:29:25Z,1611.2259899377823,113.12176449889891,0.0,91.2858903265557,0.024475524475524476,50.55790328979492,139.00000000000003,16.764283345618438
Legs,2024-04-04T15:54:41Z,3597.8619179725647,277.4735103981139,0.0,101.14712324024627,0.027065527065527065,57.0,143.0,15.288234745424429
Push,2024-06-13T21:37:24Z,3826.4250180721283,267.4588818496008,0.0,96.8475681162569,0.016483516483516484,58.0,141.0,15.588827117630728
Abs,2024-02-06T21:43:37Z,2589.8402519226074,208.02181870761723,0.0,102.05874976421731,0.052845528455284556,73.0,126.0,9.690301568614936
Abs,2024-01-29T15:39:44Z,2287.8298540115356,200.7163115648341,0.0,109.90329598686371,0.1159090909090909,63.0,112.62081513828238,18.905395794291092
Abs,2024-02-02T15:41:11Z,2607.3079999685287,223.43463807485045,0.0,106.8653916256679,0.08514851485148515,60.0,111.98847926267283,19.505513366392176
Abs,2024-01-21T17:16:13Z,2907.4625129699707,273.09200000000016,0.0,110.60561878819375,0.1657559198542805,70.0,119.39608801955987,18.473336486324655
Legs,2024-01-19T17:42:35Z,4401.017736077309,613.4073837520749,0.0,131.24561582840767,0.4323394495412844,64.0,142.14175654853622,32.571918792389006
Abs,2024-01-25T21:47:22Z,2221.195270061493,166.77000988763572,0.0,94.09949790352981,0.018648018648018648,56.93926239013672,105.0,12.721509292239888
Abs,2024-02-11T00:35:45Z,3014.309844017029,230.00399646509666,0.0,101.23228985654268,0.06371681415929203,58.0,105.94887218045115,15.34726650666085
Legs,2024-05-05T14:45:45Z,2806.0412650108337,217.6370000000021,0.0,101.52721207865166,0.06859205776173286,59.0,143.0,17.176819582446583
Push,2024-03-21T15:36:36Z,4687.818181991577,437.8419999999876,0.0,110.94199685545479,0.14,62.00000000000001,150.0,16.12685546459246
Abs,2024-04-06T18:00:18Z,2082.8785479068756,143.159126312859,0.0,92.10628309523742,0.0103359173126615,64.0,141.0,13.17388331800821
Legs,2024-06-09T18:04:27Z,2540.050481081009,196.1510000000005,0.0,97.4345598026172,0.06286836935166994,57.0,145.0,19.937495103678977
Legs,2024-04-08T19:59:18Z,2839.6259030103683,239.90300000000084,0.0,103.54558250600697,0.09532374100719425,66.0,141.0,17.567318888994674
Legs,2024-02-08T16:04:37Z,4193.244012951851,484.8095346688641,0.0,120.21130775289271,0.3353808353808354,63.0,134.47201492537314,27.465089901310183
Legs,2024-02-12T16:16:57Z,3789.767548918724,431.09397045717157,0.0,120.16816743110554,0.35175202156334234,60.0,130.60846953937593,28.74970835820938
Push,2024-04-05T15:20:54Z,3948.372701048851,363.4339999999954,0.0,109.12174630155373,0.1044776119402985,66.0,152.0,17.05151371326787
Legs,2024-02-16T16:25:36Z,3600.3861540555954,372.7041263688074,0.0,115.47286658745064,0.23512747875354106,66.0,122.20703125000001,25.128504630405157
Push,2024-03-17T14:21:27Z,4524.21016395092,396.52991279179446,0.0,111.95404155138449,0.08476517754868271,58.28451919555664,158.0,13.207892166229774
Legs,2024-02-20T14:22:26Z,3897.232591986656,559.1271399355675,0.0,132.26825675170943,0.5155440414507773,68.66165161132812,142.96978851963746,36.49243279157763
Legs,2024-04-17T20:20:24Z,3694.1535259485245,299.3249999999986,0.0,104.74402302053142,0.06824512534818941,60.0,150.0,16.801965748920132
Push,2024-04-01T18:26:26Z,3613.314388990402,349.49091689583804,0.0,110.5712263009992,0.12354651162790697,71.0,148.0,17.07746037603965
Legs,2024-01-09T21:51:07Z,2812.4374619722366,424.1849999999993,0.0,132.71213570092476,0.4629294755877034,67.0,145.41037735849056,26.121096643363323
Legs,2024-01-31T15:36:01Z,4521.177141070366,530.2080426022416,0.0,120.53330327192609,0.3152542372881356,64.0,132.0125984251968,32.323400237518236
Legs,2024-04-22T19:06:03Z,1901.1550760269165,143.60503693649164,0.0,101.04223140568932,0.05263157894736842,57.74595260620117,142.0,16.47668380401131
Abs,2024-03-27T18:30:46Z,1862.838809967041,144.9090937066234,0.0,100.81808622502635,0.0453257790368272,67.78273010253906,151.0,15.988749721097623
Push,2024-06-08T15:25:32Z,3506.6207349300385,237.28246649250545,0.0,100.61465150905232,0.008784773060029283,63.0,136.0,12.74603490163837
Push,2024-06-19T23:52:08Z,2957.47038602829,260.81577919668047,0.0,110.05974280274347,0.11496350364963503,58.0,153.0,17.691629629415637
Legs,2024-02-24T16:08:37Z,3440.834538936615,345.5475351963287,0.0,114.08551577241857,0.22931785195936139,60.0,157.0,17.859827041483285
Push,2024-02-21T14:51:53Z,4556.683696985245,536.2416655097179,0.0,119.18566823606137,0.3091118800461361,62.00000000000001,161.0,18.78441206633083
Push,2024-03-12T14:31:33Z,4270.406324982643,304.3597191162892,0.0,99.95499302373614,0.01625,61.0,141.0,15.25449672073839
Push,2024-03-08T16:23:53Z,4671.392925024033,480.18480832321694,0.0,116.53719014768065,0.2062780269058296,67.0,152.0,14.995392950241795

